str;long;
+5 Naturwiderstand;1385;xxxx
+6 Naturwiderstand;1386;xxxx
+7 Naturwiderstand;1387;xxxx
+8 Naturwiderstand;1388;xxxx
+9 Naturwiderstand;1389;xxxx
+10 Naturwiderstand;1390;xxxx
+11 Naturwiderstand;1391;xxxx
+12 Naturwiderstand;1392;xxxx
+13 Naturwiderstand;1393;xxxx
+14 Naturwiderstand;1394;xxxx
+15 Naturwiderstand;1395;xxxx
+16 Naturwiderstand;1396;xxxx
+17 Naturwiderstand;1397;xxxx
+18 Naturwiderstand;1398;xxxx
+19 Naturwiderstand;1399;xxxx
+20 Naturwiderstand;1400;xxxx
+21 Naturwiderstand;1401;xxxx
+22 Naturwiderstand;1402;xxxx
+23 Naturwiderstand;1403;xxxx
+24 Naturwiderstand;1404;xxxx
+25 Naturwiderstand;1405;xxxx
+26 Naturwiderstand;1406;xxxx
+27 Naturwiderstand;1407;xxxx
+28 Naturwiderstand;1408;xxxx
+29 Naturwiderstand;1409;xxxx
+30 Naturwiderstand;1410;xxxx
+31 Naturwiderstand;1411;xxxx
+32 Naturwiderstand;1412;xxxx
+33 Naturwiderstand;1413;xxxx
+34 Naturwiderstand;1414;xxxx
+35 Naturwiderstand;1415;xxxx
+36 Naturwiderstand;1416;xxxx
+37 Naturwiderstand;1417;xxxx
+38 Naturwiderstand;1418;xxxx
+39 Naturwiderstand;1419;xxxx
+40 Naturwiderstand;1420;xxxx
+41 Naturwiderstand;1421;xxxx
+42 Naturwiderstand;1422;xxxx
+43 Naturwiderstand;1423;xxxx
+44 Naturwiderstand;1424;xxxx
+45 Naturwiderstand;1425;xxxx
+46 Naturwiderstand;1426;xxxx
+1 Schattenwiderstand;1427;xxxx
+2 Schattenwiderstand;1428;xxxx
+3 Schattenwiderstand;1429;xxxx
+4 Schattenwiderstand;1430;xxxx
+5 Schattenwiderstand;1431;xxxx
+6 Schattenwiderstand;1432;xxxx
+7 Schattenwiderstand;1433;xxxx
+8 Schattenwiderstand;1434;xxxx
+9 Schattenwiderstand;1435;xxxx
+10 Schattenwiderstand;1436;xxxx
+11 Schattenwiderstand;1437;xxxx
+12 Schattenwiderstand;1438;xxxx
+13 Schattenwiderstand;1439;xxxx
+14 Schattenwiderstand;1440;xxxx
+15 Schattenwiderstand;1441;xxxx
+16 Schattenwiderstand;1442;xxxx
+17 Schattenwiderstand;1443;xxxx
+18 Schattenwiderstand;1444;xxxx
+19 Schattenwiderstand;1445;xxxx
+20 Schattenwiderstand;1446;xxxx
+21 Schattenwiderstand;1447;xxxx
+22 Schattenwiderstand;1448;xxxx
+23 Schattenwiderstand;1449;xxxx
+24 Schattenwiderstand;1450;xxxx
+25 Schattenwiderstand;1451;xxxx
+26 Schatten widerstehen;1452;xxxx
+27 Schattenwiderstand;1453;xxxx
+28 Schattenwiderstand;1454;xxxx
+29 Schattenwiderstand;1455;xxxx
+30 Schattenwiderstand;1456;xxxx
+31 Schattenwiderstand;1457;xxxx
+32 Schattenwiderstand;1458;xxxx
+33 Schattenwiderstand;1459;xxxx
+34 Schattenwiderstand;1460;xxxx
+35 Schattenwiderstand;1461;xxxx
+36 Schattenwiderstand;1462;xxxx
+37 Schattenwiderstand;1463;xxxx
+38 Schattenwiderstand;1464;xxxx
+39 Schattenwiderstand;1465;xxxx
+40 Schattenwiderstand;1466;xxxx
+41 Schattenwiderstand;1467;xxxx
+42 Schattenwiderstand;1468;xxxx
+43 Schattenwiderstand;1469;xxxx
+44 Schattenwiderstand;1470;xxxx
+45 Schattenwiderstand;1471;xxxx
+46 Schattenwiderstand;1472;xxxx
+150 Mana;1483;xxxx
+100 Gesundheit;1503;xxxx
+125 Rüstung;1504;xxxx
+20 Feuerwiderstand;1505;xxxx
+8 Stärke;1506;xxxx
+8 Ausdauer;1507;xxxx
+8 Beweglichkeit;1508;xxxx
+8 Intelligenz;1509;xxxx
+8 Willenskraft;1510;xxxx
MANA/FW +85/14;1523;xxxx
GP/FW +75/14;1524;xxxx
RK/FW +110/14;1525;xxxx
KRA/FW +10/14;1526;xxxx
AUS/FW +10/14;1527;xxxx
BEW/FW +10/14;1528;xxxx
INT/FW +10/14;1529;xxxx
GEI/FW +10/14;1530;xxxx
KRA/AUS +10/10;1531;xxxx
KRA/AUS/RK/FW +10/10/110/15;1532;xxxx
INT/GEI/MANA/FW +10/10/100/15;1543;xxxx
+2 Angriffskraft;1563;xxxx
+4 Angriffskraft;1583;xxxx
+6 Angriffskraft;1584;xxxx
+8 Angriffskraft;1585;xxxx
+10 Angriffskraft;1586;xxxx
+12 Angriffskraft;1587;xxxx
+14 Angriffskraft;1588;xxxx
+16 Angriffskraft;1589;xxxx
+18 Angriffskraft;1590;xxxx
+20 Angriffskraft;1591;xxxx
+22 Angriffskraft;1592;xxxx
+24 Angriffskraft;1593;xxxx
+26 Angriffskraft;1594;xxxx
+28 Angriffskraft;1595;xxxx
+30 Angriffskraft;1596;xxxx
+32 Angriffskraft;1597;xxxx
+34 Angriffskraft;1598;xxxx
+36 Angriffskraft;1599;xxxx
+38 Angriffskraft;1600;xxxx
+32 Angriffskraft;1601;xxxx
+42 Angriffskraft;1602;xxxx
+44 Angriffskraft;1603;xxxx
+46 Angriffskraft;1604;xxxx
+48 Angriffskraft;1605;xxxx
+50 Angriffskraft;1606;xxxx
+52 Angriffskraft;1607;xxxx
+54 Angriffskraft;1608;xxxx
+56 Angriffskraft;1609;xxxx
+58 Angriffskraft;1610;xxxx
+60 Angriffskraft;1611;xxxx
+62 Angriffskraft;1612;xxxx
+64 Angriffskraft;1613;xxxx
+66 Angriffskraft;1614;xxxx
+68 Angriffskraft;1615;xxxx
+70 Angriffskraft;1616;xxxx
+72 Angriffskraft;1617;xxxx
+74 Angriffskraft;1618;xxxx
+76 Angriffskraft;1619;xxxx
+78 Angriffskraft;1620;xxxx
+80 Angriffskraft;1621;xxxx
+82 Angriffskraft;1622;xxxx
+84 Angriffskraft;1623;xxxx
+86 Angriffskraft;1624;xxxx
+88 Angriffskraft;1625;xxxx
+90 Angriffskraft;1626;xxxx
+92 Angriffskraft;1627;xxxx
Geschärft (+8 Schaden);1643;xxxx
Felsbeißer 5;1663;xxxx
Felsbeißer 7;1664;xxxx
Flammenzunge 5;1665;xxxx
Flammenzunge 6;1666;xxxx
Frostbrand 4;1667;xxxx
Frostbrand 5;1668;xxxx
Windzorn 4;1669;xxxx
Totem der Flammenzunge 4;1683;xxxx
Beschwert (+8 Schaden);1703;xxxx
Thoriumstachel (20-30);1704;xxxx
Omen der Klarsicht;1723;xxxx
MHTest02;1743;xxxx
Kaltblütigkeit;1763;xxxx
Totem des Windzorns 1;1783;xxxx
Feuerstein 1;1803;xxxx
Feuerstein 2;1823;xxxx
Feuerstein 3;1824;xxxx
Feuerstein 4;1825;xxxx
Verstärkt (+40 Rüstung);1843;xxxx
Rückkopplung 2;1863;xxxx
Rückkopplung 3;1864;xxxx
Rückkopplung 4;1865;xxxx
Rückkopplung 5;1866;xxxx
+7 Intelligenz;1883;xxxx
+9 Willenskraft;1884;xxxx
+9 Stärke;1885;xxxx
+9 Ausdauer;1886;xxxx
+7 Beweglichkeit;1887;xxxx
+5 alle Widerstandsarten;1888;xxxx
+70 Rüstung;1889;xxxx
Alle 5 Sek. 4 Gesundheit und Mana;1890;xxxx
+4 alle Werte;1891;xxxx
+100 Gesundheit;1892;xxxx
+100 Mana;1893;xxxx
Eisige Waffe;1894;xxxx
+9 Schaden;1895;xxxx
+9 Waffenschaden;1896;xxxx
+5 Waffenschaden;1897;xxxx
Lebensdiebstahl;1898;xxxx
Unheilige Waffe;1899;xxxx
Kreuzfahrer;1900;xxxx
+9 Intelligenz;1901;xxxx
+9 Willenskraft;1903;xxxx
+9 Intelligenz;1904;xxxx
+3 Feuerwiderstand;1923;xxxx
+12 Verteidigungswertung;1943;xxxx
+8 Verteidigungswertung;1944;xxxx
+9 Verteidigungswertung;1945;xxxx
+10 Verteidigungswertung;1946;xxxx
+11 Verteidigungswertung;1947;xxxx
+13 Verteidigungwertung;1948;xxxx
+14 Verteidigungswertung;1949;xxxx
+15 Verteidigungswertung;1950;xxxx
+16 Verteidigungswertung;1951;xxxx
+20 Verteidigungswertung;1952;xxxx
+22 Verteidigungswertung;1953;xxxx
+25 Verteidigungswertung;1954;xxxx
+32 Verteidigungswertung;1955;xxxx
+17 Verteidigungswertung;1956;xxxx
+18 Verteidigungswertung;1957;xxxx
+19 Verteidigungswertung;1958;xxxx
+21 Verteidigungswertung;1959;xxxx
+23 Verteidigungswertung;1960;xxxx
+24 Verteidigungswertung;1961;xxxx
+26 Verteidigungswertung;1962;xxxx
+27 Verteidigungswertung;1963;xxxx
+28 Verteidigungswertung;1964;xxxx
+29 Verteidigungswertung;1965;xxxx
+30 Verteidigungswertung;1966;xxxx
+31 Verteidigungswertung;1967;xxxx
+33 Verteidigungswertung;1968;xxxx
+34 Verteidigungswertung;1969;xxxx
+35 Verteidigungswertung;1970;xxxx
+36 Verteidigungswertung;1971;xxxx
+37 Verteidigungswertung;1972;xxxx
+38 Verteidigungswertung;1973;xxxx
+5 Blockwertung;1983;xxxx
+10 Blockwertung;1984;xxxx
+15 Blockwertung;1985;xxxx
+20 Blockwertung;1986;xxxx
Blocken Stufe 14;1987;xxxx
Blocken Stufe 15;1988;xxxx
Blocken Stufe 16;1989;xxxx
Blocken Stufe 17;1990;xxxx
Blocken Stufe 18;1991;xxxx
Blocken Stufe 19;1992;xxxx
Blocken Stufe 20;1993;xxxx
Blocken Stufe 21;1994;xxxx
Blocken Stufe 22;1995;xxxx
Blocken Stufe 23;1996;xxxx
Blocken Stufe 24;1997;xxxx
Blocken Stufe 25;1998;xxxx
Blocken Stufe 26;1999;xxxx
Blocken Stufe 27;2000;xxxx
Blocken Stufe 28;2001;xxxx
Blocken Stufe 29;2002;xxxx
Blocken Stufe 30;2003;xxxx
Blocken Stufe 31;2004;xxxx
Blocken Stufe 32;2005;xxxx
Blocken Stufe 33;2006;xxxx
Blocken Stufe 34;2007;xxxx
Blocken Stufe 35;2008;xxxx
Blocken Stufe 36;2009;xxxx
Blocken Stufe 37;2010;xxxx
Blocken Stufe 38;2011;xxxx
Blocken Stufe 39;2012;xxxx
Blocken Stufe 40;2013;xxxx
Blocken Stufe 41;2014;xxxx
Blocken Stufe 42;2015;xxxx
Blocken Stufe 43;2016;xxxx
Blocken Stufe 44;2017;xxxx
Blocken Stufe 45;2018;xxxx
Blocken Stufe 46;2019;xxxx
Blocken Stufe 47;2020;xxxx
Blocken Stufe 48;2021;xxxx
Blocken Stufe 49;2022;xxxx
Blocken Stufe 50;2023;xxxx
Blocken Stufe 51;2024;xxxx
Blocken Stufe 52;2025;xxxx
Blocken Stufe 53;2026;xxxx
Blocken Stufe 54;2027;xxxx
Blocken Stufe 55;2028;xxxx
Blocken Stufe 56;2029;xxxx
Blocken Stufe 57;2030;xxxx
Blocken Stufe 58;2031;xxxx
Blocken Stufe 59;2032;xxxx
Blocken Stufe 60;2033;xxxx
Blocken Stufe 61;2034;xxxx
Blocken Stufe 62;2035;xxxx
Blocken Stufe 63;2036;xxxx
Blocken Stufe 64;2037;xxxx
Blocken Stufe 65;2038;xxxx
Blocken Stufe 66;2039;xxxx
+2 Distanzangriffskraft;2040;xxxx
+5 Distanzangriffskraft;2041;xxxx
+7 Distanzangriffskraft;2042;xxxx
+10 Distanzangriffskraft;2043;xxxx
+12 Distanzangriffskraft;2044;xxxx
+14 Distanzangriffskraft;2045;xxxx
+17 Distanzangriffskraft;2046;xxxx
+19 Distanzangriffskraft;2047;xxxx
+22 Distanzangriffskraft;2048;xxxx
+24 Distanzangriffskraft;2049;xxxx
+26 Distanzangriffskraft;2050;xxxx
+29 Distanzangriffskraft;2051;xxxx
+31 Distanzangriffskraft;2052;xxxx
+34 Distanzangriffskraft;2053;xxxx
+36 Distanzangriffskraft;2054;xxxx
+38 Distanzangriffskraft;2055;xxxx
+41 Distanzangriffskraft;2056;xxxx
+43 Distanzangriffskraft;2057;xxxx
+46 Distanzangriffskraft;2058;xxxx
+48 Distanzangriffskraft;2059;xxxx
+50 Distanzangriffskraft;2060;xxxx
+53 Distanzangriffskraft;2061;xxxx
+55 Distanzangriffskraft;2062;xxxx
+58 Distanzangriffskraft;2063;xxxx
+60 Distanzangriffskraft;2064;xxxx
+62 Distanzangriffskraft;2065;xxxx
+65 Distanzangriffskraft;2066;xxxx
+67 Distanzangriffskraft;2067;xxxx
+70 Distanzangriffskraft;2068;xxxx
+72 Distanzangriffskraft;2069;xxxx
+74 Distanzangriffskraft;2070;xxxx
+77 Distanzangriffskraft;2071;xxxx
+79 Distanzangriffskraft;2072;xxxx
+82 Distanzangriffskraft;2073;xxxx
+84 Distanzangriffskraft;2074;xxxx
+86 Distanzangriffskraft;2075;xxxx
+89 Distanzangriffskraft;2076;xxxx
+91 Distanzangriffskraft;2077;xxxx
+12 Ausweichwertung;2078;xxxx
+1 Arkanzauberschaden;2079;xxxx
+3 Arkanzauberschaden;2080;xxxx
+4 Arkanzauberschaden;2081;xxxx
+6 Arkanzauberschaden;2082;xxxx
+7 Arkanzauberschaden;2083;xxxx
+9 Arkanzauberschaden;2084;xxxx
+10 Arkanzauberschaden;2085;xxxx
+11 Arkanzauberschaden;2086;xxxx
+13 Arkanzauberschaden;2087;xxxx
+14 Arkanzauberschaden;2088;xxxx
+16 Arkanzauberschaden;2089;xxxx
+17 Arkanzauberschaden;2090;xxxx
+19 Arkanzauberschaden;2091;xxxx
+20 Arkanzauberschaden;2092;xxxx
+21 Arkanzauberschaden;2093;xxxx
+23 Arkanzauberschaden;2094;xxxx
+24 Arkanzauberschaden;2095;xxxx
+26 Arkanzauberschaden;2096;xxxx
+27 Arkanzauberschaden;2097;xxxx
+29 Arkanzauberschaden;2098;xxxx
+30 Arkanzauberschaden;2099;xxxx
+31 Arkanzauberschaden;2100;xxxx
+33 Arkanzauberschaden;2101;xxxx
+34 Arkanzauberschaden;2102;xxxx
+36 Arkanzauberschaden;2103;xxxx
+37 Arkanzauberschaden;2104;xxxx
+39 Arkanzauberschaden;2105;xxxx
+40 Arkanzauberschaden;2106;xxxx
+41 Arkanzauberschaden;2107;xxxx
+43 Arkanzauberschaden;2108;xxxx
+44 Arkanzauberschaden;2109;xxxx
+46 Arkanzauberschaden;2110;xxxx
+47 Arkanzauberschaden;2111;xxxx
+49 Arkanzauberschaden;2112;xxxx
+50 Arkanzauberschaden;2113;xxxx
+51 Arkanzauberschaden;2114;xxxx
+53 Arkanzauberschaden;2115;xxxx
+54 Arkanzauberschaden;2116;xxxx
+1 Schattenzauberschaden;2117;xxxx
+3 Schattenzauberschaden;2118;xxxx
+4 Schattenzauberschaden;2119;xxxx
+6 Schattenzauberschaden;2120;xxxx
+7 Schattenzauberschaden;2121;xxxx
+9 Schattenzauberschaden;2122;xxxx
+10 Schattenzauberschaden;2123;xxxx
+11 Schattenzauberschaden;2124;xxxx
+13 Schattenzauberschaden;2125;xxxx
+14 Schattenzauberschaden;2126;xxxx
+16 Schattenzauberschaden;2127;xxxx
+17 Schattenzauberschaden;2128;xxxx
+19 Schattenzauberschaden;2129;xxxx
+20 Schattenzauberschaden;2130;xxxx
+21 Schattenzauberschaden;2131;xxxx
+23 Schattenzauberschaden;2132;xxxx
+24 Schattenzauberschaden;2133;xxxx
+26 Schattenzauberschaden;2134;xxxx
+27 Schattenzauberschaden;2135;xxxx
+29 Schattenzauberschaden;2136;xxxx
+30 Schattenzauberschaden;2137;xxxx
+31 Schattenzauberschaden;2138;xxxx
+33 Schattenzauberschaden;2139;xxxx
+34 Schattenzauberschaden;2140;xxxx
+36 Schattenzauberschaden;2141;xxxx
+37 Schattenzauberschaden;2142;xxxx
+39 Schattenzauberschaden;2143;xxxx
+40 Schattenzauberschaden;2144;xxxx
+41 Schattenzauberschaden;2145;xxxx
+43 Schattenzauberschaden;2146;xxxx
+44 Schattenzauberschaden;2147;xxxx
+46 Schattenzauberschaden;2148;xxxx
+47 Schattenzauberschaden;2149;xxxx
+49 Schattenzauberschaden;2150;xxxx
+50 Schattenzauberschaden;2151;xxxx
+51 Schattenzauberschaden;2152;xxxx
+53 Schattenzauberschaden;2153;xxxx
+54 Schattenzauberschaden;2154;xxxx
+1 Feuerzauberschaden;2155;xxxx
+3 Feuerzauberschaden;2156;xxxx
+4 Feuerzauberschaden;2157;xxxx
+6 Feuerzauberschaden;2158;xxxx
+7 Feuerzauberschaden;2159;xxxx
+9 Feuerzauberschaden;2160;xxxx
+10 Feuerzauberschaden;2161;xxxx
+11 Feuerzauberschaden;2162;xxxx
+13 Feuerzauberschaden;2163;xxxx
+14 Feuerzauberschaden;2164;xxxx
+16 Feuerzauberschaden;2165;xxxx
+17 Feuerzauberschaden;2166;xxxx
+19 Feuerzauberschaden;2167;xxxx
+20 Feuerzauberschaden;2168;xxxx
+21 Feuerzauberschaden;2169;xxxx
+23 Feuerzauberschaden;2170;xxxx
+24 Feuerzauberschaden;2171;xxxx
+26 Feuerzauberschaden;2172;xxxx
+27 Feuerzauberschaden;2173;xxxx
+29 Feuerzauberschaden;2174;xxxx
+30 Feuerzauberschaden;2175;xxxx
+31 Feuerzauberschaden;2176;xxxx
+33 Feuerzauberschaden;2177;xxxx
+34 Feuerzauberschaden;2178;xxxx
+36 Feuerzauberschaden;2179;xxxx
+37 Feuerzauberschaden;2180;xxxx
+39 Feuerzauberschaden;2181;xxxx
+40 Feuerzauberschaden;2182;xxxx
+41 Feuerzauberschaden;2183;xxxx
+43 Feuerzauberschaden;2184;xxxx
+44 Feuerzauberschaden;2185;xxxx
+46 Feuerzauberschaden;2186;xxxx
+47 Feuerzauberschaden;2187;xxxx
+49 Feuerzauberschaden;2188;xxxx
+50 Feuerzauberschaden;2189;xxxx
+51 Feuerzauberschaden;2190;xxxx
+53 Feuerzauberschaden;2191;xxxx
+54 Feuerzauberschaden;2192;xxxx
+1 Heiligzauberschaden;2193;xxxx
+3 Heiligzauberschaden;2194;xxxx
+4 Heiligzauberschaden;2195;xxxx
+6 Heiligzauberschaden;2196;xxxx
+7 Heiligzauberschaden;2197;xxxx
+9 Heiligzauberschaden;2198;xxxx
+10 Heiligzauberschaden;2199;xxxx
+11 Heiligzauberschaden;2200;xxxx
+13 Heiligzauberschaden;2201;xxxx
+14 Heiligzauberschaden;2202;xxxx
+16 Heiligzauberschaden;2203;xxxx
+17 Heiligzauberschaden;2204;xxxx
+19 Heiligzauberschaden;2205;xxxx
+20 Heiligzauberschaden;2206;xxxx
+21 Heiligzauberschaden;2207;xxxx
+23 Heiligzauberschaden;2208;xxxx
+24 Heiligzauberschaden;2209;xxxx
+26 Heiligzauberschaden;2210;xxxx
+27 Heiligzauberschaden;2211;xxxx
+29 Heiligzauberschaden;2212;xxxx
+30 Heiligzauberschaden;2213;xxxx
+31 Heiligzauberschaden;2214;xxxx
+33 Heiligzauberschaden;2215;xxxx
+34 Heiligzauberschaden;2216;xxxx
+36 Heiligzauberschaden;2217;xxxx
+37 Heiligzauberschaden;2218;xxxx
+39 Heiligzauberschaden;2219;xxxx
+40 Heiligzauberschaden;2220;xxxx
+41 Heiligzauberschaden;2221;xxxx
+43 Heiligzauberschaden;2222;xxxx
+44 Heiligzauberschaden;2223;xxxx
+46 Heiligzauberschaden;2224;xxxx
+47 Heiligzauberschaden;2225;xxxx
+49 Heiligzauberschaden;2226;xxxx
+50 Heiligzauberschaden;2227;xxxx
+51 Heiligzauberschaden;2228;xxxx
+53 Heiligzauberschaden;2229;xxxx
+54 Heiligzauberschaden;2230;xxxx
+1 Frostzauberschaden;2231;xxxx
+3 Frostzauberschaden;2232;xxxx
+4 Frostzauberschaden;2233;xxxx
+6 Frostzauberschaden;2234;xxxx
+7 Frostzauberschaden;2235;xxxx
+9 Frostzauberschaden;2236;xxxx
+10 Frostzauberschaden;2237;xxxx
+11 Frostzauberschaden;2238;xxxx
+13 Frostzauberschaden;2239;xxxx
+14 Frostzauberschaden;2240;xxxx
+16 Frostzauberschaden;2241;xxxx
+17 Frostzauberschaden;2242;xxxx
+19 Frostzauberschaden;2243;xxxx
+20 Frostzauberschaden;2244;xxxx
+21 Frostzauberschaden;2245;xxxx
+23 Frostzauberschaden;2246;xxxx
+24 Frostzauberschaden;2247;xxxx
+26 Frostzauberschaden;2248;xxxx
+27 Frostzauberschaden;2249;xxxx
+29 Frostzauberschaden;2250;xxxx
+30 Frostzauberschaden;2251;xxxx
+31 Frostzauberschaden;2252;xxxx
+33 Frostzauberschaden;2253;xxxx
+34 Frostzauberschaden;2254;xxxx
+36 Frostzauberschaden;2255;xxxx
+37 Frostzauberschaden;2256;xxxx
+39 Frostzauberschaden;2257;xxxx
+40 Frostzauberschaden;2258;xxxx
+41 Frostzauberschaden;2259;xxxx
+43 Frostzauberschaden;2260;xxxx
+44 Frostzauberschaden;2261;xxxx
+46 Frostzauberschaden;2262;xxxx
+47 Frostzauberschaden;2263;xxxx
+49 Frostzauberschaden;2264;xxxx
+50 Frostzauberschaden;2265;xxxx
+51 Frostzauberschaden;2266;xxxx
+53 Frostzauberschaden;2267;xxxx
+54 Frostzauberschaden;2268;xxxx
+1 Naturzauberschaden;2269;xxxx
+3 Naturzauberschaden;2270;xxxx
+4 Naturzauberschaden;2271;xxxx
+6 Naturzauberschaden;2272;xxxx
+7 Naturzauberschaden;2273;xxxx
+9 Naturzauberschaden;2274;xxxx
+10 Naturzauberschaden;2275;xxxx
+11 Naturzauberschaden;2276;xxxx
+13 Naturzauberschaden;2277;xxxx
+14 Naturzauberschaden;2278;xxxx
+16 Naturzauberschaden;2279;xxxx
+17 Naturzauberschaden;2280;xxxx
+19 Naturzauberschaden;2281;xxxx
+20 Naturzauberschaden;2282;xxxx
+21 Naturzauberschaden;2283;xxxx
+23 Naturzauberschaden;2284;xxxx
+24 Naturzauberschaden;2285;xxxx
+26 Naturzauberschaden;2286;xxxx
+27 Naturzauberschaden;2287;xxxx
+29 Naturzauberschaden;2288;xxxx
+30 Naturzauberschaden;2289;xxxx
+31 Naturzauberschaden;2290;xxxx
+33 Naturzauberschaden;2291;xxxx
+34 Naturzauberschaden;2292;xxxx
+36 Naturzauberschaden;2293;xxxx
+37 Naturzauberschaden;2294;xxxx
+39 Naturzauberschaden;2295;xxxx
+40 Naturzauberschaden;2296;xxxx
+41 Naturzauberschaden;2297;xxxx
+43 Naturzauberschaden;2298;xxxx
+44 Naturzauberschaden;2299;xxxx
+46 Naturzauberschaden;2300;xxxx
+47 Naturzauberschaden;2301;xxxx
+49 Naturzauberschaden;2302;xxxx
+50 Naturzauberschaden;2303;xxxx
+51 Naturzauberschaden;2304;xxxx
+53 Naturzauberschaden;2305;xxxx
+54 Naturzauberschaden;2306;xxxx
+1 Zaubermacht;2307;xxxx
+2 Zaubermacht;2308;xxxx
+4 Zaubermacht;2309;xxxx
+5 Zaubermacht;2310;xxxx
+6 Zaubermacht;2311;xxxx
+7 Zaubermacht;2312;xxxx
+8 Zaubermacht;2313;xxxx
+9 Zaubermacht;2314;xxxx
+11 Zaubermacht;2315;xxxx
+12 Zaubermacht;2316;xxxx
+13 Zaubermacht;2317;xxxx
+14 Zaubermacht;2318;xxxx
+15 Zaubermacht;2319;xxxx
+16 Zaubermacht;2320;xxxx
+18 Zaubermacht;2321;xxxx
+19 Zaubermacht;2322;xxxx
+20 Zaubermacht;2323;xxxx
+21 Zaubermacht;2324;xxxx
+22 Zaubermacht;2325;xxxx
+23 Zaubermacht;2326;xxxx
+25 Zaubermacht;2327;xxxx
+26 Zaubermacht;2328;xxxx
+27 Zaubermacht;2329;xxxx
+28 Zaubermacht;2330;xxxx
+29 Zaubermacht;2331;xxxx
+30 Zaubermacht;2332;xxxx
+32 Zaubermacht;2333;xxxx
+33 Zaubermacht;2334;xxxx
+34 Zaubermacht;2335;xxxx
+35 Zaubermacht;2336;xxxx
+36 Zaubermacht;2337;xxxx
+37 Zaubermacht;2338;xxxx
+39 Zaubermacht;2339;xxxx
+40 Zaubermacht;2340;xxxx
+41 Zaubermacht;2341;xxxx
+42 Zaubermacht;2342;xxxx
+43 Zaubermacht;2343;xxxx
+44 Zaubermacht;2344;xxxx
Alle 5 Sek. 1 Mana;2363;xxxx
Alle 5 Sek. 1 Mana;2364;xxxx
Alle 5 Sek. 1 Mana;2365;xxxx
Alle 5 Sek. 2 Mana;2366;xxxx
Alle 5 Sek. 2 Mana;2367;xxxx
Alle 5 Sek. 2 Mana;2368;xxxx
Alle 5 Sek. 3 Mana;2369;xxxx
Alle 5 Sek. 3 Mana;2370;xxxx
Alle 5 Sek. 4 Mana;2371;xxxx
Alle 5 Sek. 4 Mana;2372;xxxx
Alle 5 Sek. 4 Mana;2373;xxxx
Alle 5 Sek. 5 Mana;2374;xxxx
Alle 5 Sek. 5 Mana;2375;xxxx
Alle 5 Sek. 6 Mana;2376;xxxx
Alle 5 Sek. 6 Mana;2377;xxxx
Alle 5 Sek. 6 Mana;2378;xxxx
Alle 5 Sek. 7 Mana;2379;xxxx
Alle 5 Sek. 7 Mana;2380;xxxx
Alle 5 Sek. 10 Mana;2381;xxxx
Alle 5 Sek. 8 Mana;2382;xxxx
Alle 5 Sek. 8 Mana;2383;xxxx
Alle 5 Sek. 9 Mana;2384;xxxx
Alle 5 Sek. 9 Mana;2385;xxxx
Alle 5 Sek. 10 Mana;2386;xxxx
Alle 5 Sek. 10 Mana;2387;xxxx
Alle 5 Sek. 10 Mana;2388;xxxx
Alle 5 Sek. 11 Mana;2389;xxxx
Alle 5 Sek. 11 Mana;2390;xxxx
Alle 5 Sek. 12 Mana;2391;xxxx
Alle 5 Sek. 12 Mana;2392;xxxx
Alle 5 Sek. 12 Mana;2393;xxxx
Alle 5 Sek. 13 Mana;2394;xxxx
Alle 5 Sek. 13 Mana;2395;xxxx
Alle 5 Sek. 14 Mana;2396;xxxx
Alle 5 Sek. 14 Mana;2397;xxxx
Alle 5 Sek. 14 Mana;2398;xxxx
Alle 5 Sek. 15 Mana;2399;xxxx
Alle 5 Sek. 15 Mana;2400;xxxx
Alle 5 Sek. 1 Gesundheit;2401;xxxx
Alle 5 Sek. 1 Gesundheit;2402;xxxx
Alle 5 Sek. 1 Gesundheit;2403;xxxx
Alle 5 Sek. 1 Gesundheit;2404;xxxx
Alle 5 Sek. 1 Gesundheit;2405;xxxx
Alle 5 Sek. 2 Gesundheit;2406;xxxx
Alle 5 Sek. 2 Gesundheit;2407;xxxx
Alle 5 Sek. 2 Gesundheit;2408;xxxx
Alle 5 Sek. 2 Gesundheit;2409;xxxx
Alle 5 Sek. 3 Gesundheit;2410;xxxx
Alle 5 Sek. 3 Gesundheit;2411;xxxx
Alle 5 Sek. 3 Gesundheit;2412;xxxx
Alle 5 Sek. 3 Gesundheit;2413;xxxx
Alle 5 Sek. 4 Gesundheit;2414;xxxx
Alle 5 Sek. 4 Gesundheit;2415;xxxx
Alle 5 Sek. 4 Gesundheit;2416;xxxx
Alle 5 Sek. 4 Gesundheit;2417;xxxx
Alle 5 Sek. 5 Gesundheit;2418;xxxx
Alle 5 Sek. 5 Gesundheit;2419;xxxx
Alle 5 Sek. 5 Gesundheit;2420;xxxx
Alle 5 Sek. 5 Gesundheit;2421;xxxx
Alle 5 Sek. 6 Gesundheit;2422;xxxx
Alle 5 Sek. 6 Gesundheit;2423;xxxx
Alle 5 Sek. 6 Gesundheit;2424;xxxx
Alle 5 Sek. 6 Gesundheit;2425;xxxx
Alle 5 Sek. 7 Gesundheit;2426;xxxx
Alle 5 Sek. 7 Gesundheit;2427;xxxx
Alle 5 Sek. 7 Gesundheit;2428;xxxx
Alle 5 Sek. 7 Gesundheit;2429;xxxx
Alle 5 Sek. 8 Gesundheit;2430;xxxx
Alle 5 Sek. 8 Gesundheit;2431;xxxx
